trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
57,False,"{'a': 0.75, 'e': 0.7514768435208588}",20,0,-122.59770510137024,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
58,False,"{'a': 0.75, 'e': 0.7477194593032545}",25,0,-162.8213720785917,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
59,False,"{'a': 0.75, 'e': 0.7439808620067382}",25,0,-55.73235861609922,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
60,False,"{'a': 0.75, 'e': 0.7402609576967045}",20,0,-110.84777176006226,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
61,False,"{'a': 0.75, 'e': 0.736559652908221}",20,8,-74.46403289845931,"{0: 6, 1: 3, 2: 1, 3: 1, 4: 1}",1
62,False,"{'a': 0.75, 'e': 0.7328768546436799}",25,0,-61.7735840488102,"{0: 16, 1: 6, 2: 1, 3: 2, 4: 0}",0
63,False,"{'a': 0.75, 'e': 0.7292124703704616}",20,0,-24.577558285220757,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
64,False,"{'a': 0.75, 'e': 0.7255664080186093}",35,0,-140.15546563097433,"{0: 23, 1: 2, 2: 6, 3: 3, 4: 1}",0
65,False,"{'a': 0.75, 'e': 0.7219385759785162}",20,0,-74.48554344291406,"{0: 13, 1: 0, 2: 5, 3: 2, 4: 0}",0
66,False,"{'a': 0.75, 'e': 0.7183288830986236}",30,16,-68.54023793594511,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 2}",1
67,False,"{'a': 0.75, 'e': 0.7147372386831305}",30,0,-143.28736718296508,"{0: 19, 1: 2, 2: 6, 3: 1, 4: 2}",0
68,False,"{'a': 0.75, 'e': 0.7111635524897149}",25,0,-195.04404243168287,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
69,False,"{'a': 0.75, 'e': 0.7076077347272662}",20,0,-99.98729390592261,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
70,False,"{'a': 0.75, 'e': 0.7040696960536299}",25,0,-77.13100516443929,"{0: 19, 1: 2, 2: 1, 3: 2, 4: 1}",0
71,False,"{'a': 0.75, 'e': 0.7005493475733617}",20,0,-86.94058701898174,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.75, 'e': 0.697046600835495}",20,8,-33.20506944329445,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
73,False,"{'a': 0.75, 'e': 0.6935613678313175}",30,0,-115.22447717425723,"{0: 22, 1: 0, 2: 4, 3: 3, 4: 1}",0
74,False,"{'a': 0.75, 'e': 0.6900935609921609}",20,0,-156.85166917410447,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
75,False,"{'a': 0.75, 'e': 0.6866430931872001}",20,0,-88.92092955636728,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
76,False,"{'a': 0.75, 'e': 0.6832098777212641}",30,0,-60.11504687664745,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
77,False,"{'a': 0.75, 'e': 0.6797938283326578}",35,21,-47.21058319443186,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
78,False,"{'a': 0.75, 'e': 0.6763948591909945}",25,0,-146.98629356461618,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
79,False,"{'a': 0.75, 'e': 0.6730128848950395}",20,0,-109.78911682615622,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
80,False,"{'a': 0.75, 'e': 0.6696478204705644}",20,0,-117.12754166022498,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
81,False,"{'a': 0.75, 'e': 0.6662995813682115}",30,0,-140.5156225475686,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
82,False,"{'a': 0.75, 'e': 0.6629680834613705}",20,0,-85.74142532584482,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
83,False,"{'a': 0.75, 'e': 0.6596532430440636}",35,9,-68.31074773365084,"{0: 15, 1: 5, 2: 5, 3: 1, 4: 0}",1
84,False,"{'a': 0.75, 'e': 0.6563549768288433}",25,0,-74.8156963324675,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
85,False,"{'a': 0.75, 'e': 0.653073201944699}",30,12,-63.846551445136775,"{0: 12, 1: 4, 2: 0, 3: 1, 4: 1}",1
86,False,"{'a': 0.75, 'e': 0.6498078359349755}",25,0,-57.5763001476363,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
87,False,"{'a': 0.75, 'e': 0.6465587967553006}",20,5,-49.69010237142786,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
88,False,"{'a': 0.75, 'e': 0.6433260027715241}",20,0,-34.89226211938826,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
89,False,"{'a': 0.75, 'e': 0.6401093727576664}",30,0,-115.47865862465353,"{0: 18, 1: 4, 2: 4, 3: 4, 4: 0}",0
90,False,"{'a': 0.75, 'e': 0.6369088258938781}",30,7,-77.81803139178413,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 1}",1
91,False,"{'a': 0.75, 'e': 0.6337242817644086}",25,0,-73.72133804662961,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
92,False,"{'a': 0.75, 'e': 0.6305556603555866}",20,0,14.050952251623052,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
93,False,"{'a': 0.75, 'e': 0.6274028820538087}",20,0,-62.397331245621565,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
94,False,"{'a': 0.75, 'e': 0.6242658676435396}",20,0,-102.2519840947155,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
95,False,"{'a': 0.75, 'e': 0.6211445383053219}",25,0,-92.43414947423113,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
96,False,"{'a': 0.75, 'e': 0.6180388156137953}",30,0,-116.25189832753745,"{0: 22, 1: 2, 2: 3, 3: 1, 4: 2}",0
97,False,"{'a': 0.75, 'e': 0.6149486215357263}",25,0,-116.16935102108343,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
98,False,"{'a': 0.75, 'e': 0.6118738784280476}",25,0,-44.83884883128039,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
99,False,"{'a': 0.75, 'e': 0.6088145090359074}",30,6,-52.186685113253425,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 0}",1
100,False,"{'a': 0.75, 'e': 0.6057704364907278}",20,0,-5.697642635668151,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
101,False,"{'a': 0.75, 'e': 0.6027415843082742}",25,11,-8.106373660969393,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
102,False,"{'a': 0.75, 'e': 0.5997278763867329}",20,7,-6.391348575511614,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
103,False,"{'a': 0.75, 'e': 0.5967292370047992}",25,1,-42.19974049608506,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 0}",1
104,False,"{'a': 0.75, 'e': 0.5937455908197752}",20,0,-102.42906439335195,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
105,False,"{'a': 0.75, 'e': 0.5907768628656763}",20,0,-137.31803574291362,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
106,False,"{'a': 0.75, 'e': 0.5878229785513479}",20,0,-34.42096057428512,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
107,False,"{'a': 0.75, 'e': 0.5848838636585911}",25,0,-34.60024634534637,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
108,False,"{'a': 0.75, 'e': 0.5819594443402982}",20,0,-35.332525713057585,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
109,False,"{'a': 0.75, 'e': 0.5790496471185967}",20,6,13.7627086460517,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.75, 'e': 0.5761543988830038}",30,0,-14.255870382268842,"{0: 24, 1: 2, 2: 4, 3: 0, 4: 0}",0
111,False,"{'a': 0.75, 'e': 0.5732736268885887}",20,0,-6.0075302101494,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
112,False,"{'a': 0.75, 'e': 0.5704072587541458}",25,13,-50.26618437763357,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
113,False,"{'a': 0.75, 'e': 0.567555222460375}",20,0,-9.807631825156925,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
114,False,"{'a': 0.75, 'e': 0.5647174463480732}",20,10,-0.3921107789612288,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
115,False,"{'a': 0.75, 'e': 0.5618938591163328}",30,0,-79.0176688012287,"{0: 20, 1: 6, 2: 2, 3: 1, 4: 1}",0
116,False,"{'a': 0.75, 'e': 0.5590843898207511}",20,0,-129.21876983489713,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
117,False,"{'a': 0.75, 'e': 0.5562889678716474}",20,6,-123.737146683349,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 3}",1
118,False,"{'a': 0.75, 'e': 0.5535075230322891}",20,0,-127.8456730558072,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
119,False,"{'a': 0.75, 'e': 0.5507399854171277}",25,0,-123.1929414466753,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
120,False,"{'a': 0.75, 'e': 0.547986285490042}",20,0,-0.36020136196045627,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
121,False,"{'a': 0.75, 'e': 0.5452463540625918}",25,0,-30.81417395634901,"{0: 20, 1: 3, 2: 0, 3: 2, 4: 0}",0
122,False,"{'a': 0.75, 'e': 0.5425201222922789}",25,17,-40.7153806244123,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
123,False,"{'a': 0.75, 'e': 0.5398075216808175}",25,0,-114.85866300748434,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",1
124,False,"{'a': 0.75, 'e': 0.5371084840724134}",20,5,-74.90005161921552,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 1}",1
125,False,"{'a': 0.75, 'e': 0.5344229416520513}",20,6,-145.8881992749826,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 3}",1
126,False,"{'a': 0.75, 'e': 0.531750826943791}",20,10,-55.2928179841281,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 1}",1
127,False,"{'a': 0.75, 'e': 0.5290920728090721}",30,0,-116.00115972448889,"{0: 20, 1: 6, 2: 1, 3: 1, 4: 2}",0
128,False,"{'a': 0.75, 'e': 0.5264466124450268}",20,5,-24.015738199625755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
129,False,"{'a': 0.75, 'e': 0.5238143793828016}",20,0,-32.12570490157331,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
130,False,"{'a': 0.75, 'e': 0.5211953074858876}",20,0,-10.072730917178356,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
131,False,"{'a': 0.75, 'e': 0.5185893309484582}",25,11,-2.5020839021105035,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
132,False,"{'a': 0.75, 'e': 0.5159963842937159}",25,2,-78.79944725384328,"{0: 18, 1: 0, 2: 2, 3: 2, 4: 1}",1
133,False,"{'a': 0.75, 'e': 0.5134164023722473}",30,0,-198.25375205401303,"{0: 17, 1: 2, 2: 7, 3: 1, 4: 3}",0
134,False,"{'a': 0.75, 'e': 0.510849320360386}",25,0,-36.95399922313797,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
135,False,"{'a': 0.75, 'e': 0.5082950737585841}",20,0,-41.65442939678998,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
136,False,"{'a': 0.75, 'e': 0.5057535983897912}",25,0,-114.40628270039252,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
137,False,"{'a': 0.75, 'e': 0.5032248303978422}",20,2,-12.990212348796833,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
138,False,"{'a': 0.75, 'e': 0.500708706245853}",20,12,14.457042439396451,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.75, 'e': 0.4982051627146237}",25,4,-2.480543122382838,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
140,False,"{'a': 0.75, 'e': 0.49571413690105054}",20,0,-56.0055683857486,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
141,False,"{'a': 0.75, 'e': 0.4932355662165453}",20,7,-8.751780836103043,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
142,False,"{'a': 0.75, 'e': 0.4907693883854626}",20,0,-10.114462344143366,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
143,False,"{'a': 0.75, 'e': 0.4883155414435353}",25,15,15.201634262760207,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.75, 'e': 0.4858739637363176}",25,15,4.250257026258958,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.75, 'e': 0.483444593917636}",20,0,16.77934032679888,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
146,False,"{'a': 0.75, 'e': 0.4810273709480478}",25,0,-117.33933239944942,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
147,False,"{'a': 0.75, 'e': 0.47862223409330756}",20,0,-28.170816121938465,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
148,False,"{'a': 0.75, 'e': 0.47622912292284103}",30,13,-0.38925067011732395,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.75, 'e': 0.4738479773082268}",25,0,-54.388169649943286,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
150,False,"{'a': 0.75, 'e': 0.47147873742168567}",20,9,6.354661004475003,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
151,False,"{'a': 0.75, 'e': 0.46912134373457726}",20,0,15.743799649943368,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
152,False,"{'a': 0.75, 'e': 0.46677573701590436}",30,12,-1.0829883838092447,"{0: 15, 1: 3, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.75, 'e': 0.46444185833082485}",25,0,-125.61051615927578,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 3}",0
154,False,"{'a': 0.75, 'e': 0.46211964903917074}",30,0,-103.3351794740321,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
155,False,"{'a': 0.75, 'e': 0.4598090507939749}",20,0,-24.39502696834164,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
156,False,"{'a': 0.75, 'e': 0.457510005540005}",25,0,-43.39883450285273,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
157,False,"{'a': 0.75, 'e': 0.45522245551230495}",20,10,8.076902766820988,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.75, 'e': 0.4529463432347434}",20,15,-1.0047792742050008,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.75, 'e': 0.4506816115185697}",35,18,4.3391381495870665,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.75, 'e': 0.4484282034609769}",25,0,-18.31783098709946,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
161,False,"{'a': 0.75, 'e': 0.446186062443672}",20,6,-4.016734769852967,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
162,False,"{'a': 0.75, 'e': 0.4439551321314536}",25,5,-55.95619618923014,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
163,False,"{'a': 0.75, 'e': 0.4417353564707963}",25,11,4.618185739141087,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.75, 'e': 0.43952667968844233}",20,14,1.134649623983833,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
165,False,"{'a': 0.75, 'e': 0.43732904629000013}",25,20,10.551436466562192,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.75, 'e': 0.4351424010585501}",35,20,1.7411988979376967,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
167,False,"{'a': 0.75, 'e': 0.43296668905325736}",25,0,-31.403302095589318,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
168,False,"{'a': 0.75, 'e': 0.43080185560799106}",20,9,-12.351140805511942,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
169,False,"{'a': 0.75, 'e': 0.4286478463299511}",20,11,7.330746352173116,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.75, 'e': 0.42650460709830135}",25,0,-112.3246196141099,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
171,False,"{'a': 0.75, 'e': 0.42437208406280985}",25,17,-9.916831969159327,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
172,False,"{'a': 0.75, 'e': 0.4222502236424958}",20,0,-18.71432910182043,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
173,False,"{'a': 0.75, 'e': 0.42013897252428334}",30,0,25.139370798154932,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
174,False,"{'a': 0.75, 'e': 0.4180382776616619}",25,0,-37.45620314928971,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
175,False,"{'a': 0.75, 'e': 0.4159480862733536}",20,0,-9.690988833932263,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
176,False,"{'a': 0.75, 'e': 0.41386834584198684}",25,0,2.5546335168702186,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
177,False,"{'a': 0.75, 'e': 0.4117990041127769}",20,0,-30.66436605915182,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
178,False,"{'a': 0.75, 'e': 0.40974000909221303}",30,0,-81.94642980680653,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
179,False,"{'a': 0.75, 'e': 0.40769130904675194}",20,0,5.488243013719434,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
180,False,"{'a': 0.75, 'e': 0.40565285250151817}",25,17,16.58914083944343,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.75, 'e': 0.4036245882390106}",20,15,3.5032780657855502,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.75, 'e': 0.4016064652978155}",20,0,-56.28553112515389,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
183,False,"{'a': 0.75, 'e': 0.3995984329713264}",20,0,-3.679289738136038,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
184,False,"{'a': 0.75, 'e': 0.3976004408064698}",20,11,-36.14320644237674,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
185,False,"{'a': 0.75, 'e': 0.39561243860243744}",20,6,-11.590626902616659,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
186,False,"{'a': 0.75, 'e': 0.3936343764094253}",25,11,6.472022956569564,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
187,False,"{'a': 0.75, 'e': 0.39166620452737816}",30,9,-23.63938301349188,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
188,False,"{'a': 0.75, 'e': 0.3897078735047413}",20,4,17.46355083512899,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
189,False,"{'a': 0.75, 'e': 0.3877593341372176}",25,14,-3.5103178235285126,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.75, 'e': 0.3858205374665315}",25,0,-83.06414358754141,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
191,False,"{'a': 0.75, 'e': 0.38389143477919885}",35,11,-85.00852283367962,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 2}",1
192,False,"{'a': 0.75, 'e': 0.3819719776053028}",25,0,-113.27245381331447,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
193,False,"{'a': 0.75, 'e': 0.3800621177172763}",20,11,-28.652911324744206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
194,False,"{'a': 0.75, 'e': 0.37816180712868996}",20,3,-66.73289919371582,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
195,False,"{'a': 0.75, 'e': 0.37627099809304654}",20,11,9.506311169835486,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.75, 'e': 0.3743896431025813}",25,0,-15.301069874020609,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
197,False,"{'a': 0.75, 'e': 0.37251769488706843}",30,12,-76.89932160404867,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 2}",1
198,False,"{'a': 0.75, 'e': 0.3706551064126331}",30,0,-26.00702815342674,"{0: 26, 1: 3, 2: 0, 3: 0, 4: 1}",0
199,False,"{'a': 0.75, 'e': 0.36880183088056995}",25,7,-138.23634968523456,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 3}",1
200,False,"{'a': 0.75, 'e': 0.3669578217261671}",25,17,15.72729097464586,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.75, 'e': 0.36512303261753626}",20,0,-10.448602941979527,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
202,False,"{'a': 0.75, 'e': 0.3632974174544486}",20,12,1.542644447043388,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.75, 'e': 0.3614809303671764}",25,0,19.49745802354874,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.75, 'e': 0.3596735257153405}",20,12,14.877897056613469,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.75, 'e': 0.3578751580867638}",30,20,19.68277142278118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.75, 'e': 0.35608578229633}",20,12,16.4611917445641,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.75, 'e': 0.3543053533848483}",20,0,-67.85121133866225,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
208,False,"{'a': 0.75, 'e': 0.35253382661792404}",30,20,2.928176146912893,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.75, 'e': 0.3507711574848344}",20,10,-9.967317380805117,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
210,False,"{'a': 0.75, 'e': 0.34901730169741024}",20,12,15.539438495999576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.75, 'e': 0.3472722151889232}",20,0,-4.339777519064587,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
212,False,"{'a': 0.75, 'e': 0.3455358541129786}",25,13,9.71634511803166,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.75, 'e': 0.3438081748424137}",25,11,11.261067718750663,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
214,False,"{'a': 0.75, 'e': 0.3420891339682016}",25,7,-54.18512815114483,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
215,False,"{'a': 0.75, 'e': 0.3403786882983606}",25,13,-18.945533488094192,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
216,False,"{'a': 0.75, 'e': 0.3386767948568688}",20,0,-86.94561876444232,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
217,False,"{'a': 0.75, 'e': 0.33698341088258443}",25,3,-2.802506310800224,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
218,False,"{'a': 0.75, 'e': 0.3352984938281715}",20,0,12.96910196310207,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.75, 'e': 0.33362200135903064}",25,1,-1.5353682389009744,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 0}",1
220,False,"{'a': 0.75, 'e': 0.33195389135223546}",20,11,-46.57852935941955,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 1}",1
221,False,"{'a': 0.75, 'e': 0.3302941218954743}",25,13,-54.83937964609174,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
222,False,"{'a': 0.75, 'e': 0.32864265128599696}",25,14,5.231006661487526,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.75, 'e': 0.326999438029567}",25,7,-63.416595945713915,"{0: 11, 1: 0, 2: 6, 3: 1, 4: 0}",1
224,False,"{'a': 0.75, 'e': 0.3253644408394192}",20,0,-117.145017231474,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
225,False,"{'a': 0.75, 'e': 0.3237376186352221}",25,12,21.769437078652732,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.75, 'e': 0.322118930542046}",25,13,11.760317068266488,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.75, 'e': 0.32050833588933575}",20,14,13.08158548883543,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.75, 'e': 0.31890579420988907}",20,0,-35.94137682157801,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
229,False,"{'a': 0.75, 'e': 0.3173112652388396}",25,1,15.279022125240758,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.75, 'e': 0.3157247089126454}",20,6,-2.7718476768108724,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.75, 'e': 0.3141460853680822}",30,12,-9.566115749348537,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
232,False,"{'a': 0.75, 'e': 0.3125753549412418}",25,17,-31.21260221771358,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
233,False,"{'a': 0.75, 'e': 0.31101247816653554}",30,13,-39.569030021515665,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 1}",1
234,False,"{'a': 0.75, 'e': 0.30945741577570285}",20,7,11.379886096088898,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.75, 'e': 0.3079101286968243}",20,15,9.247423791589899,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.75, 'e': 0.3063705780533402}",20,7,-5.953359893834996,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
237,False,"{'a': 0.75, 'e': 0.30483872516307353}",25,9,13.5966121478141,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.75, 'e': 0.3033145315372582}",25,0,-36.3081558062001,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",1
239,False,"{'a': 0.75, 'e': 0.3017979588795719}",25,0,-14.415766668738451,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
240,False,"{'a': 0.75, 'e': 0.30028896908517405}",25,3,-20.113577112283163,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
